name,playtimes,retention_rate1,retention_rate2,retention_rate3,retention_rate4
遮天|辰东作品，头陀渊&小桃红精品双播|热播动画原著,2564654214,0.6079523667557079,0.5373052554212683,0.477944661250313,0.42883223271106774
凡人修仙传|精品多人有声剧|忘语原著|姜广涛,273896724,0.6151789753373876,0.6088062808329137,0.5904299694182753,0.5287737872090627
最强弃少【头陀渊&小桃红】重生,2535859180,0.5763626343770797,0.4893423749253625,0.43122373033978,0.3938321791690591
光阴之外丨玄幻仙侠霸榜神作丨耳根丨紫襟领衔多人有声剧,190829802,0.5884282419456153,0.5007495901052047,0.4170161680646816,0.3697824723865644
雪中悍刀行|张若昀李庚希胡军主演电视剧原著 多人有声剧,831875858,0.5599866107135734,0.5621696863078605,0.46751508561117805,0.4110817280126225
仙逆（耳根仙侠巨作，丸子演播）,499441068,0.5433784514190928,0.34708284323418953,0.28791311123208757,0.26273632680738546
我师兄实在太稳健了丨动漫《师兄啊师兄》原著丨司徒小大大领衔演绎,463407959,0.6939990901805257,0.5045141534215943,0.43446602414422497,0.3706204297921371
《剑来》上 · 烽火戏诸侯&大斌,1420400604,0.5652499613154807,0.5066828548443242,0.4503706488119624,0.43796346326030855
凡人修仙传之仙界篇 | 桑梓，多人剧，凡人流,260827814,0.6870805905907367,0.6310665323230221,0.5964601307880137,0.5497936827358776
凡人修仙传（下）｜同名动漫原著，桑梓演播,666470776,0.7532282916575125,0.6559333485290046,0.6157478079363967,0.5711810478732489
《剑来》下 · 烽火戏诸侯&大斌,754198600,0.7703039370447046,0.7189202286545591,0.6272195438628995,0.6408598700762159
永生丨梦入神机原著丨玄幻爆爽修真巨著丨多人精品有声剧,122135558,0.5372166544279663,0.4170924800092483,0.34307095433454615,0.30715293214695377
莽荒纪｜王鸥主演影视剧原著|我吃西红柿监制,155083853,0.6606357854789723,0.6143304081157204,0.5450043573790379,0.49222546197079126
我欲封天|耳根仙侠修真多人有声剧（铁三角出品）,376493816,0.62989224508443,0.353446761926403,0.32037300645211514,0.2957425594727452
造化之门,375755322,0.6705530110919825,0.6068618003086665,0.560296816174476,0.5308835508324722
逍遥派【昊翔演播】,1450874537,0.5591747190777686,0.4504546800712128,0.39644911599958743,0.3694054971632479
道君丨跃千愁原著仙侠修真爽文丨多人精品有声剧,103368904,0.5589477624842448,0.4442631789869194,0.3901032711836589,0.3563185480208614
请公子斩妖|搞笑爆笑仙侠|喜道公子演播|多人有声小说,50944074,0.5109250106393288,0.4034109056280996,0.345797991800343,0.2942890731233398
大魏读书人丨热血儒道&权谋爽文丨大斌VIP免费,496395204,0.6383836413873277,0.549348764575811,0.4867614420332762,0.4505136228596048
仙武帝尊2：永恒之门|免费有声小说,209406451,0.7139326203576768,0.6366254196285778,0.587176574060234,0.5712200924759919
【燃番啦】我用闲书成圣人丨爆笑仙侠霸榜神作丨紫襟剧社制作丨多人有声剧 | 极致山海,246702490,0.6351826061343736,0.5471649439377281,0.48402677466247773,0.44318327696192156
凡人修仙传（上）| 同名动漫原著，桑梓演播,452338269,0.6130056012214746,0.5829962134260915,0.5331895646453579,0.1449153741687499
三寸人间丨耳根丨灵气复苏&万族进化|精品有声剧,173397191,0.6211538229631574,0.5337948761585429,0.47548044566854686,0.4364818056434963
阳神|修神第一作|《阳神之太上忘情》原著小说|梦入神机作品,64616533,0.3391952113369358,0.2674083340460685,0.22882324670642004,0.16977942927703
洪荒关系户|爆笑多人有声剧|嗨扬演播|VIP免费有声小说,131271174,0.5861680364101723,0.4733991067610667,0.4269889839103898,0.37113170533536266
从前有座灵剑山｜许凯主演同名影视剧原著|多人爆笑修仙,116003870,0.5291282464944789,0.400563750562345,0.3431141462336826,0.2845647150353815
诛仙|赵丽颖、杨紫主演影视剧《诛仙青云志》原著|多人有声剧,174530038,0.5816275919487645,0.40182478973121416,0.0,0.0
兔子必须死| 搞笑修仙、幻樱空,296397641,0.44931221655108244,0.29165655566726256,0.24665879415440123,0.22026286410739418
