name,playtimes,retention_rate1,retention_rate2,retention_rate3,retention_rate4
入侵武侠世界,962151,0.31889322527367986,0.19834137278821726,0.02067128515629372,0.0
僵尸世界之开局抽到金光咒丨免费有声小说,398540,0.2348718606423188,0.09572164676237825,0.06958076513945576,0.042500622401943404
魔牛镇天（精品双播）,632425,0.2595123490083141,0.1490861632084016,0.09093337539560585,0.0676676809101733
天地霸气诀|非常有声剧|穿越|热血|逆袭,39803,0.07738739714161975,0.0,0.0,0.0
王传福传：比亚迪神话,201019,0.0,0.0,0.0,0.0
仙门歪道,4775828,0.3198872721144361,0.12321359644963337,0.0,0.0
封仙,616056,0.08884173478968638,0.07022264564678649,0.053524714237629105,0.0
无疆|阅文听书,1306409,0.44842756146701207,0.3041795090263442,0.22512585035958607,0.1872535172340178
问仙,712477,0.10062827985410684,0.0,0.0,0.0
逆天弃子｜废材弃子I杀戮I精品双播,1187290,0.07075938795866575,0.0,0.0,0.0
轮回在三千世界,1026416,0.18307675657745864,0.11404348382182006,0.07477480136559833,0.056636630811980046
焚天主宰（双播 修真）会员畅听,532365,0.2391176019447711,0.17219869759831924,0.1435663123254052,0.11530577621187965
小龟公修仙传|爆笑|修真|多播|免费,520148,0.4123976330680241,0.3051810789240957,0.1522867640186076,0.0
凡人寻仙路,848974,0.09130543492943012,0.05986728092587217,0.036249148591907525,0.02776668113222188
纯阳真仙|疆维演播|重生仙侠爽文|多人有声剧,84147,0.017152596460690457,0.0,0.0,0.0
蜀山剑侠传|最美仙侠世界,104545,0.0935844885552434,0.05173168148114033,0.03357435637636439,0.018180352784046425
修仙是个技术活 \ 旷世修仙 ＆ 百年奇缘,3610433,0.364888602613348,0.20878864719802456,0.11200881833459085,0.07458341192811578
蜀山魔门正宗丨精品双播丨穿越丨修仙丨斗法丨武侠,1015610,0.22174784938281408,0.0,0.0,0.0
万古仙尊(玄幻热血多人有声剧）,237960,0.2190086776813591,0.10290441217319808,0.0,0.0
御剑斩仙丨年度玄幻大作丨热血双播,272500,0.19891550250437937,0.0,0.0,0.0
巫墓【亿万点击神作】,228738,0.03710148331207199,0.03708547058729337,0.032665958548393124,0.02804895623722318
魔剑,284897,0.5050789185810283,0.34393281558939237,0.08670512376254443,0.0
许仙不是剑仙|多人有声剧,403379,0.12330213981961342,0.06176192543734045,0.04064702676237194,0.0
天罡变,286128,0.11689148445824832,0.04775691593494189,0.017036865712326845,0.0
玄幻-通天大圣,648481,0.6566882755400721,0.5629680176701923,0.3053914438438654,0.34277299908416686
《掠天记》修仙魔头复仇记 （前300集）,277072,0.6160873882820258,0.5002138874035597,0.0,0.0
仙途多媚（新书五师妹开了，这本听完可以听另一本哦）,832335,0.41833776670024597,0.1848280617679407,0.0,0.0
寻龙御灵尊丨粤语版丨招继斌演播,243767,0.23917463932409488,0.0,0.0,0.0
寻古店,606717,0.0,0.0,0.0,0.0
我想要成仙,675933,0.19175540697108456,0.06644690756183827,0.0,0.0
九天之上｜免费订阅收听,6492193,0.6452367725535747,1.169688399575779,1.4203491406157938,1.4710031479891588
凡人修仙女帝篇 | 玄幻 修真,864795,0.03719280679666511,0.0,0.0,0.0
雷罚,569657,0.4022828531421055,0.20935771771262077,0.0,0.0
平平无奇大师兄【上部】 | 爆笑修仙 | 阅文听书,171331,0.0,0.0,0.0,0.0
大数据修仙|阅文听书,150658,0.0,0.0,0.0,0.0
青城十九侠 | 男女双播,134195,0.2508798831690398,0.18501642935377874,0.14108798831690397,0.1417889740781307
《魅生》系列全集|唯美古风奇幻-多人有声剧,176936,0.28018089725036177,0.0,0.0,0.0
火工弟子,764669,0.17042411952027123,0.09477688528370573,0.06279496753046714,0.017939658951081818
