name,playtimes,retention_rate1,retention_rate2,retention_rate3,retention_rate4
"遮天|辰东作品，头陀渊&小桃红精品双播|热播动画原著",2562538290,0.6078582329675013,0.5372403787313444,0.4779005786126961,0.4287980531916434
凡人修仙传|精品多人有声剧|忘语原著|姜广涛,273118709,0.6151990632035869,0.6086981717187528,0.5902590204310314,0.5287038722418844
最强弃少【头陀渊&小桃红】重生,2535264822,0.5763604228944779,0.489338712538155,0.4312208167249988,0.393825759170447
光阴之外丨玄幻仙侠霸榜神作丨耳根丨紫襟领衔多人有声剧,190068217,0.5883090425991636,0.5004578707860583,0.4165527866572717,0.36916766173349597
雪中悍刀行|张若昀李庚希胡军主演电视剧原著 多人有声剧,831599492,0.5599891393474397,0.5621629793151726,0.4675002230639303,0.4110626381011463
仙逆（耳根仙侠巨作，丸子演播）,499225190,0.5433888815054106,0.34703926942915314,0.2878700622309462,0.26270701083231357
我师兄实在太稳健了丨动漫《师兄啊师兄》原著丨司徒小大大领衔演绎,463092383,0.693949290935082,0.5044487135798339,0.4344073868748049,0.37058635052371536
《剑来》上 · 烽火戏诸侯&大斌,1420028609,0.5652514254328257,0.5066883980684449,0.4503747570031654,0.43796985509707287
凡人修仙传之仙界篇 | 桑梓，多人剧，凡人流,260571050,0.687053796127208,0.6310106757266432,0.5964233104253258,0.5497167913063375
凡人修仙传（下）｜同名动漫原著，桑梓演播,666337081,0.7532357894287863,0.6559390798522405,0.6157429203048522,0.5711777783797863
《剑来》下 · 烽火戏诸侯&大斌,753936205,0.7702984418915306,0.7189300517674264,0.6272145318269008,0.6408386895981967
永生丨梦入神机原著丨玄幻爆爽修真巨著丨多人精品有声剧,121776610,0.5367994877016881,0.4167368253532971,0.34279434268913317,0.3068306821414586
莽荒纪｜王鸥主演影视剧原著|我吃西红柿监制,155053575,0.6606253495132843,0.6143293431381314,0.5450013332681138,0.4922129628621579
我欲封天|耳根仙侠修真多人有声剧（铁三角出品）,376394502,0.6299029565672073,0.35343564535401195,0.3203693531038339,0.2957514243900337
造化之门,375731140,0.6705634360313423,0.6068690831235031,0.5602992516915195,0.5308690785426272
逍遥派【昊翔演播】,1450833637,0.55917555983054,0.4504573117935671,0.39645289246965454,0.3694100164004549
